raw_brand,raw_variant,raw_plan_name,raw_campaign_name,market,concatenate_for_plans,concatenate_for_budgets,category,subcategory,brand_clean,brand_type,variant,status,notes,added_by,added_at
Tuborg,Brand Range,VN-Tuborg-2024-01-Campaign-FY Concept Plan,Tuborg_FTE Fee,Vietnam,Tuborg_Brand Range_VN-Tuborg-2024-01-Campaign-FY Concept Plan_Tuborg_FTE Fee_Vietnam,Vietnam_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Brand range,,,carlsberg,January 06 2025
Tuborg,Brand Range,VN-Tuborg-2024-01-Campaign-FY Concept Plan,Tuborg_Lumen,Vietnam,Tuborg_Brand Range_VN-Tuborg-2024-01-Campaign-FY Concept Plan_Tuborg_Lumen_Vietnam,Vietnam_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Brand range,,,carlsberg,January 06 2025
Tuborg,Brand Range,VN-Tuborg-2024-01-Campaign-FY Concept Plan,Tuborg_Open Your Music,Vietnam,Tuborg_Brand Range_VN-Tuborg-2024-01-Campaign-FY Concept Plan_Tuborg_Open Your Music_Vietnam,Vietnam_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Brand range,,,carlsberg,January 06 2025
Tuborg,Brand Range,VN-Tuborg-2024-01-Campaign-FY Concept Plan,Tuborg_Summer UTC,Vietnam,Tuborg_Brand Range_VN-Tuborg-2024-01-Campaign-FY Concept Plan_Tuborg_Summer UTC_Vietnam,Vietnam_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Brand range,,,carlsberg,January 06 2025
Tuborg,Brand Range,VN-Tuborg-2025-01-Campaign- FY Concept Plan,Carlsberg_FTE Fee,Vietnam,Tuborg_Brand Range_VN-Tuborg-2025-01-Campaign- FY Concept Plan_Carlsberg_FTE Fee_Vietnam,Vietnam_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Brand range,,,carlsberg,January 06 2025
Tuborg,Brand Range,VN-Tuborg-2025-01-Campaign- FY Concept Plan,Carlsberg_PRIP,Vietnam,Tuborg_Brand Range_VN-Tuborg-2025-01-Campaign- FY Concept Plan_Carlsberg_PRIP_Vietnam,Vietnam_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Brand range,,,carlsberg,January 06 2025
Tuborg,Brand Range,VN-Tuborg-2025-01-Campaign- FY Concept Plan,Tuborg Festive,Vietnam,Tuborg_Brand Range_VN-Tuborg-2025-01-Campaign- FY Concept Plan_Tuborg Festive_Vietnam,Vietnam_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Brand range,,,carlsberg,January 06 2025
Tuborg,Brand Range,VN-Tuborg-2025-01-Campaign- FY Concept Plan,Tuborg_Festive,Vietnam,Tuborg_Brand Range_VN-Tuborg-2025-01-Campaign- FY Concept Plan_Tuborg_Festive_Vietnam,Vietnam_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Brand range,,,carlsberg,January 06 2025
Tuborg,Brand Range,VN-Tuborg-2025-01-Campaign- FY Concept Plan,Tuborg_Festive UTC,Vietnam,Tuborg_Brand Range_VN-Tuborg-2025-01-Campaign- FY Concept Plan_Tuborg_Festive UTC_Vietnam,Vietnam_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Brand range,,,carlsberg,January 06 2025
Tuborg,Brand Range,VN-Tuborg-2025-01-Campaign- FY Concept Plan,Tuborg_Summer UTC,Vietnam,Tuborg_Brand Range_VN-Tuborg-2025-01-Campaign- FY Concept Plan_Tuborg_Summer UTC_Vietnam,Vietnam_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Brand range,,,carlsberg,January 06 2025
Tuborg,Classic,DK-Tuborg-2025-10-Campaign-Classic Buddy Double,Buddy Double,Denmark,Tuborg_Classic_DK-Tuborg-2025-10-Campaign-Classic Buddy Double_Buddy Double_Denmark,Denmark_Tuborg,Beer ,Core Beer,Tuborg,IPB,Green,,,dentsu,
Tuborg,Core,DK-Tuborg (SPONS)-2024-10-Campaign-Vig billetsalg,_2024_Campaign_Vig_billetsalg,Denmark,Tuborg_Core_DK-Tuborg (SPONS)-2024-10-Campaign-Vig billetsalg__2024_Campaign_Vig_billetsalg_Denmark,Denmark_Tuborg,Beer ,Core Beer,Tuborg,IPB,Green,,cleaned variant,dentsu,
Tuborg,Core,ME-Tuborg-2024-04-Campaign-Tilt Your World,TiltYourWorld,Montenegro,Tuborg_Core_ME-Tuborg-2024-04-Campaign-Tilt Your World_TiltYourWorld_Montenegro,Montenegro_Tuborg,Beer ,Core Beer,Tuborg,IPB,Green,,cleaned variant,dentsu,
Tuborg,Core,ME-Tuborg-2025-02-Campaign-SocialAlwaysON,SocialAlwaysON,Montenegro,Tuborg_Core_ME-Tuborg-2025-02-Campaign-SocialAlwaysON_SocialAlwaysON_Montenegro,Montenegro_Tuborg,Beer ,Core Beer,Tuborg,IPB,Green,,cleaned variant,dentsu,
Tuborg,Core,ME-Tuborg-2025-04-Campaign-TiltYourWorld,TiltYourWorld,Montenegro,Tuborg_Core_ME-Tuborg-2025-04-Campaign-TiltYourWorld_TiltYourWorld_Montenegro,Montenegro_Tuborg,Beer ,Core Beer,Tuborg,IPB,Green,,cleaned variant,dentsu,
Tuborg,Core,NO-Tuborg-2025-04-Campaign-Tuborg-Print,Tuborg Print,Norway,Tuborg_Core_NO-Tuborg-2025-04-Campaign-Tuborg-Print_Tuborg Print_Norway,Norway_Tuborg,Beer ,Core Beer,Tuborg,IPB,Green,,cleaned variant,dentsu,
Tuborg,Flavored range,GR-Tuborg-2025-03-Campaign-Print Tuborg 2025,Tuborg Breast Cancer,Greece,Tuborg_Flavored range_GR-Tuborg-2025-03-Campaign-Print Tuborg 2025_Tuborg Breast Cancer_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Alma Zois,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Alma Zois_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Athens Sureal,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Athens Sureal_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Calendar April,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Calendar April_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Calendar August,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Calendar August_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Calendar December,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Calendar December_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Calendar February,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Calendar February_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Calendar January,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Calendar January_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Calendar July,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Calendar July_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Calendar June,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Calendar June_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Calendar March,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Calendar March_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Calendar May,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Calendar May_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Calendar November,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Calendar November_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Calendar October,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Calendar October_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Calendar September,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Calendar September_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Equity2024,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Equity2024_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Extra Post,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Extra Post_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Influencers April,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Influencers April_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Influencers June,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Influencers June_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,Influencers May,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_Influencers May_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,June Contest,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_June Contest_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,TVC April,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_TVC April_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,TVC June,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_TVC June_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2024-00-Campaign-Digital Plan,TVC May,Greece,Tuborg_Flavors_GR-Tuborg-2024-00-Campaign-Digital Plan_TVC May_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,Alma Zois,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_Alma Zois_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,April Calendar,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_April Calendar_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,April TVC,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_April TVC_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,August Calendar,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_August Calendar_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,Equity BLS,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_Equity BLS_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,Equity2025,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_Equity2025_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,February Calendar,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_February Calendar_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,July Calendar,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_July Calendar_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,July-August Influencers,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_July-August Influencers_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,June Calendar,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_June Calendar_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,Main TVC April,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_Main TVC April_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,Main TVC June,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_Main TVC June_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,Main TVC May,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_Main TVC May_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,March Calendar,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_March Calendar_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,May Calendar,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_May Calendar_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,May TVC,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_May TVC_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,May-June Influencers,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_May-June Influencers_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,October Calendar,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_October Calendar_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,September Calendar,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_September Calendar_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Flavors,GR-Tuborg-2025-02-Campaign-Digital Activations,Tuborg Mojito Mocktail,Greece,Tuborg_Flavors_GR-Tuborg-2025-02-Campaign-Digital Activations_Tuborg Mojito Mocktail_Greece,Greece_Tuborg,Beer ,Core Beer,Tuborg,IPB,Brand range,,cleaned variant,dentsu,
Tuborg,Gold,DK-Tuborg-2024-04-Campaign-Copenhell Festival (SPONS),Copenhell,Denmark,Tuborg_Gold_DK-Tuborg-2024-04-Campaign-Copenhell Festival (SPONS)_Copenhell_Denmark,Denmark_Tuborg,Beer ,Core Beer,Tuborg,IPB,Gold,,,carlsberg,January 06 2025
Tuborg,Gold,DK-Tuborg-2025-03-Campaign-Copenhell Festival,Copenhell,Denmark,Tuborg_Gold_DK-Tuborg-2025-03-Campaign-Copenhell Festival_Copenhell_Denmark,Denmark_Tuborg,Beer ,Core Beer,Tuborg,IPB,Gold,,,carlsberg,January 06 2025
Tuborg,Gold,DK-Tuborg-2025-03-Campaign-Copenhell Festival,Copenhell festival,Denmark,Tuborg_Gold_DK-Tuborg-2025-03-Campaign-Copenhell Festival_Copenhell festival_Denmark,Denmark_Tuborg,Beer ,Core Beer,Tuborg,IPB,Gold,,,carlsberg,January 06 2025
Tuborg,Gold,DK-Tuborg-2025-06-Campaign-Copenhell Festival-Bus,"Copenhell særbus, rute 666",Denmark,"Tuborg_Gold_DK-Tuborg-2025-06-Campaign-Copenhell Festival-Bus_Copenhell særbus, rute 666_Denmark",Denmark_Tuborg,Beer ,Core Beer,Tuborg,IPB,Gold,,,carlsberg,January 06 2025
Tuborg,Green,AZ-Tuborg-2024-06-Campaign-Tuborg_Dream Fest,Tuborg_Dream Fest,Azerbaijan,Tuborg_Green_AZ-Tuborg-2024-06-Campaign-Tuborg_Dream Fest_Tuborg_Dream Fest_Azerbaijan,Azerbaijan_Tuborg,Beer ,Core Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,AZ-Tuborg-2025-01-Campaign-Tuborg Meta Contest,Tuborg Meta Contest,Azerbaijan,Tuborg_Green_AZ-Tuborg-2025-01-Campaign-Tuborg Meta Contest_Tuborg Meta Contest_Azerbaijan,Azerbaijan_Tuborg,Beer ,Core Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,AZ-Tuborg-2025-06-Campaign-Tuborg,Tuborg,Azerbaijan,Tuborg_Green_AZ-Tuborg-2025-06-Campaign-Tuborg_Tuborg_Azerbaijan,Azerbaijan_Tuborg,Beer ,Core Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,AZ-Tuborg-2025-06-Campaign-Tuborg Contest,Tuborg Contest,Azerbaijan,Tuborg_Green_AZ-Tuborg-2025-06-Campaign-Tuborg Contest_Tuborg Contest_Azerbaijan,Azerbaijan_Tuborg,Beer ,Core Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,AZ-Tuborg-2025-06-Campaign-Tuborg Dream Fest Contest,Tuborg Dream Fest Contest,Azerbaijan,Tuborg_Green_AZ-Tuborg-2025-06-Campaign-Tuborg Dream Fest Contest_Tuborg Dream Fest Contest_Azerbaijan,Azerbaijan_Tuborg,Beer ,Core Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,AZ-Tuborg-2025-06-Campaign-Tuborg KOCH Fest Contest,Tuborg KOCH Fest Contest,Azerbaijan,Tuborg_Green_AZ-Tuborg-2025-06-Campaign-Tuborg KOCH Fest Contest_Tuborg KOCH Fest Contest_Azerbaijan,Azerbaijan_Tuborg,Beer ,Core Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,AZ-Tuborg-2025-08-Campaign-Tuborg Dream Fest Contest,Tuborg Dream Fest Contest,Azerbaijan,Tuborg_Green_AZ-Tuborg-2025-08-Campaign-Tuborg Dream Fest Contest_Tuborg Dream Fest Contest_Azerbaijan,Azerbaijan_Tuborg,Beer ,Core Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,BG-Tuborg-2025-05-Campaign-NCP,NCP,Bulgaria,Tuborg_Green_BG-Tuborg-2025-05-Campaign-NCP_NCP_Bulgaria,Bulgaria_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-TUBORG-2024-01-CAMPAIGN-TUBORG CNY,Tuborg Y24 CNY Campaign,China,Tuborg_Green_CN-TUBORG-2024-01-CAMPAIGN-TUBORG CNY_Tuborg Y24 CNY Campaign_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-TUBORG-2024-01-CAMPAIGN-TUBORG CNY,Tuborg Y24 CNY Campain,China,Tuborg_Green_CN-TUBORG-2024-01-CAMPAIGN-TUBORG CNY_Tuborg Y24 CNY Campain_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-Tuborg-2024-05-Campaign-Music B1,Tuborg Y24 Music B1,China,Tuborg_Green_CN-Tuborg-2024-05-Campaign-Music B1_Tuborg Y24 Music B1_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-Tuborg-2024-05-Campaign-Tuborg Content,Tuborg Content Campaign,China,Tuborg_Green_CN-Tuborg-2024-05-Campaign-Tuborg Content_Tuborg Content Campaign_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-Tuborg-2024-05-Campaign-Tuborg Equity B1,Tuborg Equity B1,China,Tuborg_Green_CN-Tuborg-2024-05-Campaign-Tuborg Equity B1_Tuborg Equity B1_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-Tuborg-2024-05-Campaign-Tuborg Equity B1,Tuborg Y24 Equity B1 Campaign,China,Tuborg_Green_CN-Tuborg-2024-05-Campaign-Tuborg Equity B1_Tuborg Y24 Equity B1 Campaign_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-Tuborg-2024-06-Campaign-Music B2,Tuborg Y24 Music B2,China,Tuborg_Green_CN-Tuborg-2024-06-Campaign-Music B2_Tuborg Y24 Music B2_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-Tuborg-2024-07-Campaign-Tuborg Equity B2,Tuborg 2024 Equity B2 Campaign,China,Tuborg_Green_CN-Tuborg-2024-07-Campaign-Tuborg Equity B2_Tuborg 2024 Equity B2 Campaign_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-Tuborg-2024-08-Campaign-Music B3,Tuborg Y24 Music B3,China,Tuborg_Green_CN-Tuborg-2024-08-Campaign-Music B3_Tuborg Y24 Music B3_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-Tuborg-2024-08-Campaign-Tuborg Equity B3,Tuborg 2024 Equity B3 Campaign,China,Tuborg_Green_CN-Tuborg-2024-08-Campaign-Tuborg Equity B3_Tuborg 2024 Equity B3 Campaign_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-TUBORG-2025-01-CAMPAIGN-TUBORG CNY,Tuborg 2025 CNY Campaign,China,Tuborg_Green_CN-TUBORG-2025-01-CAMPAIGN-TUBORG CNY_Tuborg 2025 CNY Campaign_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-TUBORG-2025-01-CAMPAIGN-TUBORG CNY,Tuborg Y25 CNY Campaign,China,Tuborg_Green_CN-TUBORG-2025-01-CAMPAIGN-TUBORG CNY_Tuborg Y25 CNY Campaign_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-TUBORG-2025-04-CAMPAIGN-Tuborg Continuity Campaign,Tuborg Y25 Continuity Campaign,China,Tuborg_Green_CN-TUBORG-2025-04-CAMPAIGN-Tuborg Continuity Campaign_Tuborg Y25 Continuity Campaign_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-TUBORG-2025-04-CAMPAIGN-Tuborg Equity B1,Tuborg Equity B1 campaign,China,Tuborg_Green_CN-TUBORG-2025-04-CAMPAIGN-Tuborg Equity B1_Tuborg Equity B1 campaign_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-TUBORG-2025-04-CAMPAIGN-Tuborg Equity B1,Tuborg Y25 Equity B1 520 Campaign,China,Tuborg_Green_CN-TUBORG-2025-04-CAMPAIGN-Tuborg Equity B1_Tuborg Y25 Equity B1 520 Campaign_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-TUBORG-2025-04-CAMPAIGN-Tuborg Equity B1,Tuborg Y25 Equity B1 campaign,China,Tuborg_Green_CN-TUBORG-2025-04-CAMPAIGN-Tuborg Equity B1_Tuborg Y25 Equity B1 campaign_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-TUBORG-2025-04-CAMPAIGN-Tuborg Equity B1,Tuborg Y25 Equity campaign,China,Tuborg_Green_CN-TUBORG-2025-04-CAMPAIGN-Tuborg Equity B1_Tuborg Y25 Equity campaign_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
Tuborg,Green,CN-TUBORG-2025-04-CAMPAIGN-Tuborg Music B1,Tuborg Y25 Music B1 campaign,China,Tuborg_Green_CN-TUBORG-2025-04-CAMPAIGN-Tuborg Music B1_Tuborg Y25 Music B1 campaign_China,China_Tuborg,Beer ,Premium Beer,Tuborg,IPB,Green,,new market,dentsu,
