raw_campaign,raw_plan_name,market,brand,concatenate,campaign_clean,campaign_type,campaign_subtype,source_of_truth,status,notes,added_by,added_at
Xirdalan 0.0 Equity,AZ-Xirdalan-2025-01-Campaign-Xirdalan 0.0 Equity,Azerbaijan,Xirdalan,Xirdalan 0.0 Equity_AZ-Xirdalan-2025-01-Campaign-Xirdalan 0.0 Equity_Xirdalan_Azerbaijan,Xirdalan 0.0 Equity,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Xirdalan 0.0 Equity,AZ-Xirdalan-2025-06-Campaign-Xirdalan 0.0 Equity,Azerbaijan,Xirdalan,Xirdalan 0.0 Equity_AZ-Xirdalan-2025-06-Campaign-Xirdalan 0.0 Equity_Xirdalan_Azerbaijan,Xirdalan 0.0 Equity,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Xirdalan 0.0+ AFFA,AZ-Xirdalan-2025-08-Campaign-Xirdalan 0.0 + AFFA,Azerbaijan,Xirdalan,Xirdalan 0.0+ AFFA_AZ-Xirdalan-2025-08-Campaign-Xirdalan 0.0 + AFFA_Xirdalan_Azerbaijan,Xirdalan 0.0 + AFFA,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Xirdalan Original OOH,AZ-Xirdalan-2024-01-Campaign-Xirdalan Original OOH,Azerbaijan,Xirdalan,Xirdalan Original OOH_AZ-Xirdalan-2024-01-Campaign-Xirdalan Original OOH_Xirdalan_Azerbaijan,Xirdalan original ooh,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Xirdalan_Automotive,AZ-Xirdalan-2025-03-Campaign-Xirdalan_Automotive,Azerbaijan,Xirdalan,Xirdalan_Automotive_AZ-Xirdalan-2025-03-Campaign-Xirdalan_Automotive_Xirdalan_Azerbaijan,Xirdalan_Automotive,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
Xirdalan_Draft,AZ-Xirdalan-2025-05-Campaign-Xirdalan_Draft,Azerbaijan,Xirdalan,Xirdalan_Draft_AZ-Xirdalan-2025-05-Campaign-Xirdalan_Draft_Xirdalan_Azerbaijan,Xirdalan_Draft,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
Xirdalan_Draft,AZ-Xirdalan-2025-06-Campaign-Xirdalan_Draft,Azerbaijan,Xirdalan,Xirdalan_Draft_AZ-Xirdalan-2025-06-Campaign-Xirdalan_Draft_Xirdalan_Azerbaijan,Xirdalan_Draft,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Xirdalan_Draft,AZ-Xirdalan-2025-08-Campaign-Xirdalan_Draft,Azerbaijan,Xirdalan,Xirdalan_Draft_AZ-Xirdalan-2025-08-Campaign-Xirdalan_Draft_Xirdalan_Azerbaijan,Xirdalan_Draft,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Xirdalan_Draft_El Clasico,AZ-Xirdalan-2025-05-Campaign-Xirdalan_Draft_El Clasico,Azerbaijan,Xirdalan,Xirdalan_Draft_El Clasico_AZ-Xirdalan-2025-05-Campaign-Xirdalan_Draft_El Clasico_Xirdalan_Azerbaijan,Xirdalan_Draft_El Clasico,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
Xirdalan_Marathon,AZ-Xirdalan-2024-05-Campaign-Xirdalan_Marathon,Azerbaijan,Xirdalan,Xirdalan_Marathon_AZ-Xirdalan-2024-05-Campaign-Xirdalan_Marathon_Xirdalan_Azerbaijan,Xirdalan marathon,Tactical,Event,iProspect Carlsberg Global Team,,,,
Xirdalan_Marathon,AZ-Xirdalan-2025-04-Campaign-Xirdalan_Marathon,Azerbaijan,Xirdalan,Xirdalan_Marathon_AZ-Xirdalan-2025-04-Campaign-Xirdalan_Marathon_Xirdalan_Azerbaijan,Xirdalan_Marathon,Tactical,Event,iProspect Carlsberg Global Team,,,,
Xirdalan_Novruz,AZ-Xirdalan-2025-03-Campaign-Xirdalan_Novruz,Azerbaijan,Xirdalan,Xirdalan_Novruz_AZ-Xirdalan-2025-03-Campaign-Xirdalan_Novruz_Xirdalan_Azerbaijan,Xirdalan_Novruz,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
Xirdalan_UEFA,AZ-Xirdalan-2024-05-Campaign-Xirdalan_UEFA,Azerbaijan,Xirdalan,Xirdalan_UEFA_AZ-Xirdalan-2024-05-Campaign-Xirdalan_UEFA_Xirdalan_Azerbaijan,Xirdalan uefa,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Xixia 2025 Thematic B2 Campaign,CN-Xixia-2025-06-Campaign-Equity Campaign-B2,China,XiXia,Xixia 2025 Thematic B2 Campaign_CN-Xixia-2025-06-Campaign-Equity Campaign-B2_XiXia_China,Thematic B2,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
Xixia Beer 2024 CNY Campaign,CN-Xixia-2023-12-Campaign-Y24 CNY,China,XiXia,Xixia Beer 2024 CNY Campaign_CN-Xixia-2023-12-Campaign-Y24 CNY_XiXia_China,Xixia beer 2024 cny,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
Xixia Beer 2025 B1 Campaign,CN-Xixia-2025-04-Campaign-Equity Campaign-B1,China,XiXia,Xixia Beer 2025 B1 Campaign_CN-Xixia-2025-04-Campaign-Equity Campaign-B1_XiXia_China,Equity B1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Xixia Beer 2025 B2 Campaign,CN-Xixia-2025-06-Campaign-Equity Campaign-B2,China,XiXia,Xixia Beer 2025 B2 Campaign_CN-Xixia-2025-06-Campaign-Equity Campaign-B2_XiXia_China,B2,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Xixia Beer 2025 CNY Campaign,CN-Xixia-2025-01-Campaign-CNY,China,XiXia,Xixia Beer 2025 CNY Campaign_CN-Xixia-2025-01-Campaign-CNY_XiXia_China,CNY 2025,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
Xixia Beer Y24 Thematic B1 Screen Campaign,CN-Xixia-2024-04-Campaign-Y24 Thematic B1,China,XiXia,Xixia Beer Y24 Thematic B1 Screen Campaign_CN-Xixia-2024-04-Campaign-Y24 Thematic B1_XiXia_China,Xixia beer y24 thematic b1 screen,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Xixia Beer Y24 Thematic B2 Screen Campaign,CN-Xixia-2024-06-Campaign-Y24 Thematic B2,China,XiXia,Xixia Beer Y24 Thematic B2 Screen Campaign_CN-Xixia-2024-06-Campaign-Y24 Thematic B2_XiXia_China,Xixia beer y24 thematic b2 screen,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Xixia Beer Y24 Thematic B3 Screen Campaign,CN-Xixia-2024-08-Campaign-Y24 Thematic B3,China,XiXia,Xixia Beer Y24 Thematic B3 Screen Campaign_CN-Xixia-2024-08-Campaign-Y24 Thematic B3_XiXia_China,Xixia beer y24 thematic b3 screen,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Xixia Music Festival Social Campaign,CN-Xixia-2024-04-Campaign-Y24 social,China,XiXia,Xixia Music Festival Social Campaign_CN-Xixia-2024-04-Campaign-Y24 social_XiXia_China,Xixia music festival social,Tactical,Event,iProspect Carlsberg Global Team,,,,
Xixia Y24 CNY,CN-Xixia-2023-12-Campaign-Y24 CNY,China,XiXia,Xixia Y24 CNY_CN-Xixia-2023-12-Campaign-Y24 CNY_XiXia_China,Xixia y24 cny,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
Xrysoi Skoufoi,GR-Kaiser-2024-02-Campaign-Kaiser Campaign,Greece,Kaiser,Xrysoi Skoufoi_GR-Kaiser-2024-02-Campaign-Kaiser Campaign_Kaiser_Greece,Xrysoi skoufoi,Tactical,Event,iProspect Carlsberg Global Team,,,,
Xrysoi Skoyfoi & Tasty Awards,GR-Kaiser-2025-02-Campaign-Print Campaigns,Greece,Kaiser,Xrysoi Skoyfoi & Tasty Awards_GR-Kaiser-2025-02-Campaign-Print Campaigns_Kaiser_Greece,Xrysoi skoyfoi & tasty awards,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y2025 Chongqing beer OOH Longterm,CN-CHONGQING-2025-03-Campaign-Continuity OOH,China,Chongqing,Y2025 Chongqing beer OOH Longterm_CN-CHONGQING-2025-03-Campaign-Continuity OOH_Chongqing_China,Continuity OOH,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Y2025 Chongqing beer OOH Longterm ____,CN-Chongqing-2024-12-Campaign-2025 Longterm OOH,China,Chongqing,Y2025 Chongqing beer OOH Longterm _____CN-Chongqing-2024-12-Campaign-2025 Longterm OOH_Chongqing_China,Continuity OOH,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Y2025 Chongqing beer OOH Longterm ______,CN-Chongqing-2024-12-Campaign-2025 Longterm OOH,China,Chongqing,Y2025 Chongqing beer OOH Longterm _______CN-Chongqing-2024-12-Campaign-2025 Longterm OOH_Chongqing_China,Continuity OOH,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Y2025 Xixia Beer OOH Longterm ____,CN-Xixia-2025-01-Campaign-Continuity OOH,China,XiXia,Y2025 Xixia Beer OOH Longterm _____CN-Xixia-2025-01-Campaign-Continuity OOH_XiXia_China,OOH Long term,Tactical,Other,iProspect Carlsberg Global Team,,,,
Y2025 Xixia Beer OOH Longterm _____,CN-Xixia-2025-01-Campaign-Continuity OOH,China,XiXia,Y2025 Xixia Beer OOH Longterm ______CN-Xixia-2025-01-Campaign-Continuity OOH_XiXia_China,OOH Long term,Tactical,Other,iProspect Carlsberg Global Team,,,,
Y2025 Xixia Beer OOH Longterm ____,CN-Xixia-2025-01-Campaign-Continuity OOH,China,XiXia,Y2025 Xixia Beer OOH Longterm _____CN-Xixia-2025-01-Campaign-Continuity OOH_XiXia_China,OOH Long term,Tactical,Other,iProspect Carlsberg Global Team,,,,
Y2025 Xixia Beer OOH Longterm ____,CN-Xixia-2025-01-Campaign-Continuity OOH,China,XiXia,Y2025 Xixia Beer OOH Longterm _____CN-Xixia-2025-01-Campaign-Continuity OOH_XiXia_China,OOH Long term,Tactical,Other,iProspect Carlsberg Global Team,,,,
Y2025 Xixia Beer OOH Longterm _____,CN-Xixia-2025-01-Campaign-Continuity OOH,China,XiXia,Y2025 Xixia Beer OOH Longterm ______CN-Xixia-2025-01-Campaign-Continuity OOH_XiXia_China,OOH Long term,Tactical,Other,iProspect Carlsberg Global Team,,,,
Y23 EOY,CN-1664-2023-12-Campaign-EOY,China,1664 Blanc,Y23 EOY_CN-1664-2023-12-Campaign-EOY_1664 Blanc_China,Y23 EOY,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
Y24 88 Pure Draft Campaign,CN-Chongqing-2024-05-Campaign-Equity,China,Chongqing,Y24 88 Pure Draft Campaign_CN-Chongqing-2024-05-Campaign-Equity_Chongqing_China,Y24 88 pure draft,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 CNY,CN-Carlsberg-2023-12-Campaign-CNY,China,Carlsberg,Y24 CNY_CN-Carlsberg-2023-12-Campaign-CNY_Carlsberg_China,Y24 cny,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
Y24 EOY,CN-K1664-2024-12-Campaign-K1664 Y24 EOY,China,1664 Blanc,Y24 EOY_CN-K1664-2024-12-Campaign-K1664 Y24 EOY_1664 Blanc_China,Y24 eoy,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
Y24 Equity B1,CN-Chongqing-2024-05-Campaign-Equity,China,Chongqing,Y24 Equity B1_CN-Chongqing-2024-05-Campaign-Equity_Chongqing_China,Y24 equity b1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 Equity B1,CN-Dali-2024-04-Campaign-Equity B1,China,Dali,Y24 Equity B1_CN-Dali-2024-04-Campaign-Equity B1_Dali_China,Y24 equity b1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 Equity B1,CN-K1664-2024-06-Campaign-K1664 Equity B1,China,1664 Blanc,Y24 Equity B1_CN-K1664-2024-06-Campaign-K1664 Equity B1_1664 Blanc_China,Y24 equity b1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 Equity B1,CN-WFSM-2024-04-Campaign-Equity B1,China,WFSM,Y24 Equity B1_CN-WFSM-2024-04-Campaign-Equity B1_WFSM_China,Y24 equity b1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 Equity B2,CN-Chongqing-2024-05-Campaign-Equity,China,Chongqing,Y24 Equity B2_CN-Chongqing-2024-05-Campaign-Equity_Chongqing_China,Y24 equity b2,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 Equity B2,CN-Dali-2024-06-Campaign-Equity B2,China,Dali,Y24 Equity B2_CN-Dali-2024-06-Campaign-Equity B2_Dali_China,Y24 equity b2,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 Equity B2,CN-K1664-2024-06-Campaign-K1664 Equity B2,China,1664 Blanc,Y24 Equity B2_CN-K1664-2024-06-Campaign-K1664 Equity B2_1664 Blanc_China,Y24 equity b2,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 Equity B3,CN-Dali-2024-07-Campaign-Equity B3,China,Dali,Y24 Equity B3_CN-Dali-2024-07-Campaign-Equity B3_Dali_China,Y24 equity b3,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 Football Campaign Wave 1,CN-Carlsberg-2024-04-Campaign-Carlsberg Football Wave1,China,Carlsberg,Y24 Football Campaign Wave 1_CN-Carlsberg-2024-04-Campaign-Carlsberg Football Wave1_Carlsberg_China,Y24 football wave 1,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Y24 Football wave1,CN-Carlsberg-2024-04-Campaign-Carlsberg Football Wave1,China,Carlsberg,Y24 Football wave1_CN-Carlsberg-2024-04-Campaign-Carlsberg Football Wave1_Carlsberg_China,Y24 football wave1,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Y24 Football wave2,CN-Carlsberg-2024-06-Campaign-Carlsberg Y24 Football wave2,China,Carlsberg,Y24 Football wave2_CN-Carlsberg-2024-06-Campaign-Carlsberg Y24 Football wave2_Carlsberg_China,Y24 football wave2,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Y24 GTWT3.0,CN-K1664-2024-04-Campaign-K1664 GTWT3.0,China,1664 Blanc,Y24 GTWT3.0_CN-K1664-2024-04-Campaign-K1664 GTWT3.0_1664 Blanc_China,Y24 gtwt3.0,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
Y24 Hot Drama,CN-K1664-2024-06-Campaign-K1664 Hot Drama,China,1664 Blanc,Y24 Hot Drama_CN-K1664-2024-06-Campaign-K1664 Hot Drama_1664 Blanc_China,Y24 hot drama,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
Y24 Longterm Campaign,CN-Chongqing-2024-05-Campaign-Pure Draft B2,China,Chongqing,Y24 Longterm Campaign_CN-Chongqing-2024-05-Campaign-Pure Draft B2_Chongqing_China,Y24 longterm,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 PD B1,CN-Chongqing-2024-03-Campaign-Pure Draft B1,China,Chongqing,Y24 PD B1_CN-Chongqing-2024-03-Campaign-Pure Draft B1_Chongqing_China,Y24 pd b1,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
Y24 PD B2,CN-Chongqing-2024-05-Campaign-Pure Draft B2,China,Chongqing,Y24 PD B2_CN-Chongqing-2024-05-Campaign-Pure Draft B2_Chongqing_China,Y24 pd b2,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
Y24 PD B3 Campaign,CN-Chongqing-2024-07-Campaign-Pure Draft B3 new,China,Chongqing,Y24 PD B3 Campaign_CN-Chongqing-2024-07-Campaign-Pure Draft B3 new_Chongqing_China,Y24 pd b3,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
Y24 PR Stunt,CN-Carlsberg-2024-07-Campaign-Carlsberg Y24 NEO Party Campaign,China,Carlsberg,Y24 PR Stunt_CN-Carlsberg-2024-07-Campaign-Carlsberg Y24 NEO Party Campaign_Carlsberg_China,Y24 pr stunt,Tactical,Other,iProspect Carlsberg Global Team,,,,
Y24 PR Stunt,CN-Carlsberg-2024-07-Campaign-Carlsberg Y24 PR Stunt Campaign,China,Carlsberg,Y24 PR Stunt_CN-Carlsberg-2024-07-Campaign-Carlsberg Y24 PR Stunt Campaign_Carlsberg_China,Y24 pr stunt,Tactical,Other,iProspect Carlsberg Global Team,,,,
Y24 Spring Campaign,CN-Somersby-2024-04-Campaign-Somersby Spring,China,Somersby,Y24 Spring Campaign_CN-Somersby-2024-04-Campaign-Somersby Spring_Somersby_China,Y24 spring,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 Summer Campaign,CN-Somersby-2024-07-Campaign-Somersby Y24 Summer Campaign,China,Somersby,Y24 Summer Campaign_CN-Somersby-2024-07-Campaign-Somersby Y24 Summer Campaign_Somersby_China,Y24 summer,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 WUSU Black&White,CN-Wusu-2024-12-Campaign-Y24 black&white + white&Lee+Ski,China,Wusu,Y24 WUSU Black&White_CN-Wusu-2024-12-Campaign-Y24 black&white + white&Lee+Ski_Wusu_China,Black & White,Tactical,Event,iProspect Carlsberg Global Team,,,,
Y24 WUSU Equity  B1 Campaign,CN-Wusu-2024-05-Campaign-Y24 EQUITY B1,China,Wusu,Y24 WUSU Equity  B1 Campaign_CN-Wusu-2024-05-Campaign-Y24 EQUITY B1_Wusu_China,Y24 wusu equity b1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 WUSU Equity B2 Campaign,CN-Wusu-2024-06-Campaign-Y24 EQUITY B2,China,Wusu,Y24 WUSU Equity B2 Campaign_CN-Wusu-2024-06-Campaign-Y24 EQUITY B2_Wusu_China,Y24 wusu equity b2,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 WUSU Equity B3 Campaign,CN-Wusu-2024-08-Campaign-Y24 EQUITY B3,China,Wusu,Y24 WUSU Equity B3 Campaign_CN-Wusu-2024-08-Campaign-Y24 EQUITY B3_Wusu_China,Y24 wusu equity b3,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 WUSU Equity Content,CN-Wusu-2024-04-Campaign-Y24 Equity Content Running Man & Champion,China,Wusu,Y24 WUSU Equity Content_CN-Wusu-2024-04-Campaign-Y24 Equity Content Running Man & Champion_Wusu_China,Equity content,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 WUSU MUSIC FESTIVAL,CN-Wusu-2024-08-Campaign-Y24 Music festival,China,Wusu,Y24 WUSU MUSIC FESTIVAL_CN-Wusu-2024-08-Campaign-Y24 Music festival_Wusu_China,Music Festival,Tactical,Event,iProspect Carlsberg Global Team,,,,
Y24 WUSU SKI,CN-Wusu-2024-12-Campaign-Y24 black&white + white&Lee+Ski,China,Wusu,Y24 WUSU SKI_CN-Wusu-2024-12-Campaign-Y24 black&white + white&Lee+Ski_Wusu_China,SKI,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
Y24 WUSU White Beer,CN-Wusu-2024-05-Campaign-Y24 White Beer,China,Wusu,Y24 WUSU White Beer_CN-Wusu-2024-05-Campaign-Y24 White Beer_Wusu_China,Y24 wusu white beer,Big Bet,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
Y24 WUSU White Beer_LEE,CN-Wusu-2024-12-Campaign-Y24 black&white + white&Lee+Ski,China,Wusu,Y24 WUSU White Beer_LEE_CN-Wusu-2024-12-Campaign-Y24 black&white + white&Lee+Ski_Wusu_China,White Beer x Lee,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
Y24 WUSU White Beer_LEE,CN-Wusu-2024-12-Campaign-Y24 black&white + white&Lee+Ski,China,Wusu,Y24 WUSU White Beer_LEE_CN-Wusu-2024-12-Campaign-Y24 black&white + white&Lee+Ski_Wusu_China,White Beer x Lee,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
Y24 WUSU XJ TRAVEL,CN-Wusu-2024-05-Campaign-Y24 XJ TRAVEL,China,Wusu,Y24 WUSU XJ TRAVEL_CN-Wusu-2024-05-Campaign-Y24 XJ TRAVEL_Wusu_China,Y24 wusu xj travel,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
Y24 WUSU XJ TRAVEL HOT DRAMA,CN-Wusu-2024-06-Campaign-Y24 XJ TRAVEL Hot drama My Altay,China,Wusu,Y24 WUSU XJ TRAVEL HOT DRAMA_CN-Wusu-2024-06-Campaign-Y24 XJ TRAVEL Hot drama My Altay_Wusu_China,Travel Hot Drama,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
Y24 XIXIA Music Festival Campaign,CN-Xixia-2024-04-Campaign-Y24 social,China,XiXia,Y24 XIXIA Music Festival Campaign_CN-Xixia-2024-04-Campaign-Y24 social_XiXia_China,Y24 xixia music festival,Tactical,Event,iProspect Carlsberg Global Team,,,,
Y24 XIXIA Social Campaign,CN-Xixia-2024-04-Campaign-Y24 social,China,XiXia,Y24 XIXIA Social Campaign_CN-Xixia-2024-04-Campaign-Y24 social_XiXia_China,Y24 xixia social,Tactical,Other,iProspect Carlsberg Global Team,,,,
Y24 XIXIA Thematic B1,CN-Xixia-2024-04-Campaign-Y24 Thematic B1,China,XiXia,Y24 XIXIA Thematic B1_CN-Xixia-2024-04-Campaign-Y24 Thematic B1_XiXia_China,Y24 xixia thematic b1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 XIXIA Thematic B2,CN-Xixia-2024-06-Campaign-Y24 Thematic B2,China,XiXia,Y24 XIXIA Thematic B2_CN-Xixia-2024-06-Campaign-Y24 Thematic B2_XiXia_China,Y24 xixia thematic b2,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y24 XIXIA Thematic B3,CN-Xixia-2024-08-Campaign-Y24 Thematic B3,China,XiXia,Y24 XIXIA Thematic B3_CN-Xixia-2024-08-Campaign-Y24 Thematic B3_XiXia_China,Y24 xixia thematic b3,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 _____,CN-K1664-2025-03-Campaign-K1664 _____,China,1664 Blanc,Y25 ______CN-K1664-2025-03-Campaign-K1664 ______1664 Blanc_China,Y25 Shanghai Fashion week,Tactical,Fashion,iProspect Carlsberg Global Team,,,,
Y25 B1,CN-Carlsberg-2025-03-Campaign-Carlsberg Equity B1,China,Carlsberg,Y25 B1_CN-Carlsberg-2025-03-Campaign-Carlsberg Equity B1_Carlsberg_China,Y25 b1,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
Y25 B1 Campaign,CN-Carlsberg-2025-03-Campaign-Carlsberg Equity B1,China,Carlsberg,Y25 B1 Campaign_CN-Carlsberg-2025-03-Campaign-Carlsberg Equity B1_Carlsberg_China,Y25 b1,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
Y25 Brut Campaign,CN-1664-2025-6-Campaign-2025 equity B2+brut,China,1664 Blanc,Y25 Brut Campaign_CN-1664-2025-6-Campaign-2025 equity B2+brut_1664 Blanc_China,Y25 Brut,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 Carlsberg B2 Campaign,CN-Carlsberg-2025-6-Campaign-Equity Campaign-B2,China,Carlsberg,Y25 Carlsberg B2 Campaign_CN-Carlsberg-2025-6-Campaign-Equity Campaign-B2_Carlsberg_China,Equity B2,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 Carlsberg B3 Campaign,CN-Carlsberg-2025-9-Campaign-Equity Campaign-B3,China,Carlsberg,Y25 Carlsberg B3 Campaign_CN-Carlsberg-2025-9-Campaign-Equity Campaign-B3_Carlsberg_China,Equity B3,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 CNY Campaign,CN-Dali-2024-12-Campaign-2025 CNY,China,Dali,Y25 CNY Campaign_CN-Dali-2024-12-Campaign-2025 CNY_Dali_China,Y25 cny,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
Y25 Equity B1,CN-Carlsberg-2025-03-Campaign-Carlsberg Equity B1,China,Carlsberg,Y25 Equity B1_CN-Carlsberg-2025-03-Campaign-Carlsberg Equity B1_Carlsberg_China,Y25 equity b1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 Equity B1,CN-Carlsberg-2025-03-Campaign-Carlsberg Football Campaign,China,Carlsberg,Y25 Equity B1_CN-Carlsberg-2025-03-Campaign-Carlsberg Football Campaign_Carlsberg_China,Y25 equity b1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 Equity B1,CN-K1664-2025-04-Campaign-K1664 Equity B1,China,1664 Blanc,Y25 Equity B1_CN-K1664-2025-04-Campaign-K1664 Equity B1_1664 Blanc_China,Y25 equity b1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 Equity B2,CN-1664-2025-6-Campaign-2025 equity B2+brut,China,1664 Blanc,Y25 Equity B2_CN-1664-2025-6-Campaign-2025 equity B2+brut_1664 Blanc_China,Y25 Equity B2,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 Equity B2 Campaign,CN-1664-2025-6-Campaign-2025 equity B2+brut,China,1664 Blanc,Y25 Equity B2 Campaign_CN-1664-2025-6-Campaign-2025 equity B2+brut_1664 Blanc_China,Y25 Equity B2,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 Equity B3 OOH Campaign,CN-WFSM-2025-7-Campaign-Equity Campaign-B3,China,WFSM,Y25 Equity B3 OOH Campaign_CN-WFSM-2025-7-Campaign-Equity Campaign-B3_WFSM_China,Equity B3,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 H2 Campaign,CN-Jing A-2025-09-Campaign-H2 Campaign,China,Jing A,Y25 H2 Campaign_CN-Jing A-2025-09-Campaign-H2 Campaign_Jing A_China,H2 campaign,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 WUSU CNY,CN-WUSU-2025-01-Campaign-CNY,China,Wusu,Y25 WUSU CNY_CN-WUSU-2025-01-Campaign-CNY_Wusu_China,CNY,Tactical,Holiday (CNY),iProspect Carlsberg Global Team,,,,
Y25 WUSU Equity B1,CN-WUSU-2025-04-Campaign-Equity Campaign-B1,China,Wusu,Y25 WUSU Equity B1_CN-WUSU-2025-04-Campaign-Equity Campaign-B1_Wusu_China,Equity B1,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 WUSU Equity B3 Campaign,CN-WUSU-2025-08-Campaign-Equity Campaign-B3,China,Wusu,Y25 WUSU Equity B3 Campaign_CN-WUSU-2025-08-Campaign-Equity Campaign-B3_Wusu_China,Equity B3,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 WUSU Running Man  Douyin Amplification,CN-WUSU-2025-04-Campaign-Equity Campaign-National IP Coop-Social Amplification,China,Wusu,Y25 WUSU Running Man  Douyin Amplification_CN-WUSU-2025-04-Campaign-Equity Campaign-National IP Coop-Social Amplification_Wusu_China,Running Man,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 WUSU Running Man  Tencent Amplification,CN-WUSU-2025-04-Campaign-Equity Campaign-National IP Coop-Social Amplification,China,Wusu,Y25 WUSU Running Man  Tencent Amplification_CN-WUSU-2025-04-Campaign-Equity Campaign-National IP Coop-Social Amplification_Wusu_China,Running Man,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Y25 WUSU Running Man  Weibo Amplification,CN-WUSU-2025-04-Campaign-Equity Campaign-National IP Coop-Social Amplification,China,Wusu,Y25 WUSU Running Man  Weibo Amplification_CN-WUSU-2025-04-Campaign-Equity Campaign-National IP Coop-Social Amplification_Wusu_China,Running Man,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
